R2 L2 U2 R D B' U' L R' D B R2 L D' L' D' B' F R2 D2 U F2 U' F B';U R' F R L D' y' R';U R U' R' U R U' R' U R U' R'
B L2 R' D U F' L R U2 L2 U' R' B F D' F2 L' D' L' F' L' R2 D U' B;y;L l U R' y L' U;x U R' U' R U R U' R2'
R2 U2 L' D2 R2 B U F R U' R' F L B L' B L2 R2;z2 y';D2 U' L U' F R2;R U' R' U R' U2 R L' U L
U R2 D2 U' L2 D2 R' U' L' D B2 U' F' R' U2 B U;x2;R U' R' F R D' y L F' L';U R U2' R' U2 R U' R'
F2 U F2 D' R2 U' R2 U' F2 D' L' B2 R' U2 L B2 U' B' L' R';z2;M' U2' x' y U' R U' R;U' R U' R'
D B D R F2 U' R2 B' U R' B2 D2 L2 B2 L2 U' F2 L2 D2 B2;R' U2' R' U R x2';R U' R2' U' R U y' L' U L
L' R2 D2 U2 R' F2 U2 R B2 U2 R D' B' U' L D B R' D2 R2;x y2;x' U r U' l u' R u';U R U R' U' y' R' U2' R U' y' R' U R
R D2 L' B' L F L' D B U' L F B R2 U2 B' U2 L2 B;y x';R U2 R' U' F U L2' x';U' L' U2 L U L' U' L
D2 B' U2 F' D2 R2 D2 B' U2 F2 L' B F2 R D R' U2 L' U B;y2;U x L U' l x' D U x' u2';L U' L' y' U' R' U R
U' F2 R2 D' U2 L2 U' B2 F2 U R' U' L D F' L2 D' B2 F2 R B';x2;U' R' U2' F R' D;U' R' U' R U R' U' R
D R2 D B2 U' F2 D R2 F2 D' F R2 F2 R B2 R' B R U R';z2;U' F r U x' y D U' R';U' R U' R' U2 R U' R'
U2 F2 D R2 B2 U L2 F2 D L2 F2 L F' U' R2 D' R2 B L' R2 F;z2;D R L2 D' R' D';y' U' R U' R' y R U R'
B2 D U L2 R2 F2 D' B2 F2 L2 U L' B' D2 F2 D' U F' U2 L2 R2;y';U2 F D' L F U R2;U' R' U R U' R' U' R
D2 F2 R' D2 U2 R' B2 L' D2 R2 B U' F R' D' U' L2 U2 F';y2;L D R D R' F R;y' R U' R' U y' U R' F R F' R' U' R
B F2 U2 F' R2 B L2 D2 U2 B L D F2 L' R D' R' F D';y' x2;M2 x' U2' D x' D2;U L' U2' L U L U2' L' U L U' L'
D2 L2 F' U2 L2 F' D2 L2 F L' R' D' B' D2 R' F U' R B F;y' x';R L U' L' x' D' l' U2' x';R U2 R2' U' R
F2 U F R' B' U' R L' F2 D' L' U2 R U2 B2 L2 F2 D2 L' B2;y' z2;L' D' x U2' x' L F;R U' R' R U2' R' y R U R' U2 R U2' R'
D' B2 L2 U B2 L2 D B D2 U2 L D' U' B R U' F' R' D;x' z2;U' D' R' U2' y L U2 L2 z';y U' U2 R U R' L' U' L
F2 R2 B2 L D2 B L2 D' L U2 R' F' B' L2 B R2 F' R2 D2;y x';U' D' r' U' R2;U2' R' U R
U' F2 U R2 D' B2 U' R2 U L D' B F' L' R' D2 U L2;x;D L' l F D' R' U R';U' R' U' R2 U R'
R2 B2 L2 R D2 U' L U' F' U B D' U' L' R2 U' R B';y x2;D2' L2' R' U R' F D;U' R' U2 R L' U L
R2 U' F D L D L2 R F2 D U' R F' D L2 U R U2 B2 D' R2 B2 F R2 F;x2;D U' x' D F2 l U' l';R U R' L U L'
F' D' R' L2 F' D2 L' U' R' B D' F2 D' F2 U' B R B2 L2 F2 D' F2 L' U' R2;x y2;R' D' L2' B D' F;U' L U L' U y R' U' R
B2 U' B2 F2 U2 B R' U F U2 L2 R' F U2 B2 L2 B2 D;x';R D R' D' R U2 y' L2';y' U D R U' R' D'
F2 B L F D B2 U2 L U R' F R2 L2 B2 L2 F2 B' U2 R' U2 D' R B2 L R';x2;U' D' R' U' x' L2' D2';U2' R U R' L U' L'
L' B2 R2 D' U2 R F2 L2 F' U' R2 F U' F U' L U2 L B R U F D' B' U2;x' y;D2' l' z L U' r' L' u L';R U' R' U R' U' R
B' U2 F' L2 B D2 F2 U' F D' U2 L' F U D B2 F2 D2 U' F' D F2 D' L R;y2 z;D' R' x' D' L D';U' R U2 R' U' R U2 R'
D2 R D L2 D B2 R' F D2 L R2 B L2 D' L2 F' U2 R2 L F2 D' L F2 D' L2;x y;U' R2 F' U' L2' D2';U R' U2 R y U2' R' U' R
U D2 L R2 B' R2 U2 F' B R' D' F' R L2 U2 R L D' U2 R B' L' B U' B2;z2;U' R' U' D x' D R' L' D;R U R' U' R U R' U R' U R
U B' U2 R' L2 B L' D L B2 D R2 L' F U F2 D2 U B2 L' F' L2 R2 D' L';x2;R U L x' D R' u' L2';U R U' R' U2 y' R' U' R
R F' U2 F' R2 L2 D2 F' R2 D2 B R B2 L B R2 F' U L F' B' D F2 B2 R;z;R U D' x' D R' D L2';U' R' U R U' y' L U' L'
D2 R B2 F2 R' F' B' U2 R B' R D L2 R' U B2 D2 L2 U2 B' D' L F2 R F';x y;U' D' R' y' x U' L U' x';y U' R' U' R U2 R U' R'
U F2 D2 R' B R2 D F2 R2 D2 R' D2 R2 U F B' L' F B L2 R2 B F L F';x' y';r U x' D2 F y D' R';U R U R' U' y' R' U' R
L R' D2 B2 F2 L' D F' D2 B2 L2 D2 L2 B D' L2 B2 F2 L';z2;D2 U' R' F D y' U' R';U' R U R' U2 R U' R'
L2 U2 B2 D R B2 R2 D2 F' D2 F' D' U B2 L B U2 L2 U;y x2;L' R' F R2 D L' U L';U2' L' U L U R U R'
D2 B2 L U2 R' D2 R' B2 R U2 F U2 R B R' D2 R2 F U2;x y2;x' R L F' L';U' L' U2 L U2' R U R'
R2 U2 B2 U2 R D2 R' D' L B F2 U2 F2 D F' U' B U2 L;y x';U2' L U' x' R2;U' L' U' L d' R' U' R
L B2 L2 R D2 U' B' U2 R B' F' D' B' F' L D2 R2 D B';y' x;L R U R' x' D' R;U L U' L' y U L U L'
D L B U D2 B' U2 B U B2 R2 U2 D2 R2 B U2 R2 B L2 U2;x2;D' F2 R' u2;U R' U' R U y' L' U L
R2 D' F2 U' R2 U' B2 R2 F2 U R2 B' L' B U L D2 L2 D' U' L;y' z;U' R' U' R' F;R' U R U2 L U L'
U R2 U F2 L2 D2 R2 U' B2 U' L' B D' U F' L B R U2 R B';z2 y;F' R' r' U r D';U2 y R U' R'
F B' U2 L' D B L2 B' U B2 R2 D2 F' B2 R2 U2 F D2 F' L2;y' z;R' U' D2 F' D';L U L' R U' R'
D2 F U2 B L2 U2 F2 U' B2 L' R2 B2 R' F2 D F' L B2;x';D L D' F' R' u U R';U R U R2' U2 R
D' B2 U2 R2 U R2 B2 U' B2 R2 U F L' D F L' U2 F' D B2 L2;y2 x;F R' D R D2;U2 L' U' L R U' R'
F2 R2 D2 L B2 F2 D2 B2 R B2 L F L2 R B U2 L' F2 U R' B';y' x;x' L2' D' U' L F' U D;U R' U2' R F U' F'
L2 F2 D U' F2 L F' L D2 B2 F' D' R' U B2 L' U R;L' U F' U' R2 F';y' U d2 L U L' U L U' L'
L2 B2 D F2 U2 B2 D L' U2 B2 D' F2 R2 U2 L D2 B';x2;F' R U r U2 z' U x' U' R2 F';y L' U' L R U R' U'2 R U R'
D2 U2 L B' U' L U' F' L' B' U' B R U2 L2 U' L R2;y';D L F' U' R2' U r U' r';U L' U2' L d' L U L'
F D R U F' L D F2 U' R B2 R D2 L' B2 U2 D2 R' F2 R';y';D' R' D R D F2 D;U2 R U' R' d R' U R
L' F2 R2 L2 D' B' R2 F L' B' D2 B L2 F U2 B' D2 B' U2;x;D U L2 x' R' D R' D;y L U' L'
U2 B2 L2 B2 D' B2 R2 U' R2 D' U L U2 B U B D2 L2 F' D2 U2;y' x;U' D R2 x';L' U' L U R U' R'
B' L2 U2 F L2 F' D2 B' D F2 R' B2 D' B2 D' B' F2 R2;x2 y;L' D2' R' D2' x U R' U' x';U' R U' R'
F2 L2 U' R F R2 L' D' R B2 R' U2 R' B2 U' R2 B2 R2;y x2;R' D2 F';U R' U' R
B R2 F L2 B L2 R U B2 L U2 L U B L2 D2 B' F;y';R2' D2 R' D L;L' U' L U R U' R'
L' U2 R D2 B2 D2 U2 R F2 L' B2 F R' D2 L2 U R' F R' B L' R;x;D r' B' F' D R' D;R U' R'
U R2 U L2 R2 U2 F' L' R D U' B D2 F' D2 F U' R';y';D2 F' L R2 U' D;U' R U' R' U R U R'
R2 U2 F2 D U' R' B F' D2 R B' L2 R2 B L' R U;y';U R' F R2 r' U r D';L U2 L' U' L U L'
U2 L' B2 D2 L2 U2 R2 B2 U' L R U' B' D' R2 B2 F U2 R';y';U' R' F U L2' U D' R';U R U' R' U' R U R'
B2 D R2 D2 U' F2 R2 D2 L2 F2 L' D2 B D2 L U' R' D2 L2 R;x' y;R' U' r2 x' D2;R U' U' R' y L U L'
D' R2 U B2 D' U2 L2 R2 B U2 L' D2 U2 B2 R F2 R D' U;x';R U2 x' L D2;y' y' R U' R' U' y' R' U' R
U F2 R2 L U2 B' D2 L2 F2 D F U' L2 B L' D' F2 B2 U;y2 z;U' U' z U F' U z';z x' R R U' R U R' U R U' z'
F2 D R' U2 R2 F' B D R L' F' D' L2 D' B2 U' F2 R2 U2;z2;R U' z' F' U z' U' z';y U R' U' R y U' R U R'
D' L' B R F U R D F' R F' D2 F2 R2 B D2 F' D2 R2 F';y2;z' U R z U' R x U' R U' U' z L';U z U z' U' L' R U' R'
U2 R2 U' L2 U R2 D2 U' L2 F U' L F D2 R' F U2 F U L;z;U' R F U' U' R U z2';U y' U' z U' R U R' U R U' z'
B' L' D' F B2 L' U2 L' D' R2 B2 R U' L2 D2 F' R2 U2;y2;R U z2 R U R R U x U' z';z R U R U' R R U R U' z'
B2 L' R U2 B2 R2 D' L' F L' D' U2 B2 L' B R' B2 R' D2;x y2;R D' r' D2 M';y' R' U2 R U2' R' U R
R2 U B2 L2 D2 F2 U R2 F R F2 U2 B' U2 L' U L B' U2;x y;D' U' F' R' U2 y' R';U R U' R'
D2 U' R2 D2 B' U' R' F U2 L R F' L' B' U L' F L;x y';L' d' L U' L F' R' D2;U' L U2 L' U' L U L'
B F2 L2 F' L2 F' R2 U' F' L' D' R D2 R F D2 L R2 F2;x y';R L2 F' L' R' U' R u';d R' U' R
F U2 B2 R D2 U' R' B U2 B' F U L U2 R2 B2 L2;x;U' R' D2 F R D2;d U R U' R'
F L2 F L2 F2 U' L R' D U B' L U' B2 U2 L2 R' B2;x2;R2 D' R D2;L U' L'
L U2 R' U2 F2 L' B D' B2 F D' L' U' B' F D' R2 U;y' x';r' D' R' D2 R D;U R' U' R U R' U2' R
L R2 B2 L U B2 L' R2 D2 F U' L2 F2 L R2 D' U2 B;y2;R D' L U2 R;U' R U R'
B U2 F' R2 D2 U2 L' B' D' B' D2 F D' B D' U F' R2;y';R D' L' R' u R';y U L U L'
D' U R2 U L' B2 U2 R F2 L2 D' F U L2 B R' U F2;x2;R' F2 D2 R' U R' F D';R' U R U' R U R'
D R2 F2 R2 B2 R' U2 L F2 D' U2 F2 U B' F' R' U R;y;D' L D' R' D y' U R u' R;y' U R' U' R
D2 B2 L2 F2 U' R2 B' D' L' U' B F2 L D2 B2 U F2 R2 U;y;F R' D R' y' r U' r';R U' R2' U R
F2 R' U2 B2 U F' R2 F L' U R2 F2 D L' D2 F U F';D R' U' F' D L D;U' y' R' U R
R U2 R U' F L' F' U' B' D' U2 F R D' U2 L D2 R2;U' R' F L D' R' D;U R U' R'
B D2 U2 B2 R2 U2 B' F2 L' B2 D R B L' D' R2 D2 F L2;y x';D' L R z l D R' F R D;U2 R' U' R d L' U L
U L' B L' D2 L2 B' R2 F2 R' D B' R2 F R2 B2 U2 F R2;x2;U D M' x' D R' D2';y' R' U' R U' R' U' R
U' L2 U2 B' R B2 R2 U' R2 L U D2 L2 B2 U2 D' R2 B2;y;x' M2 U l2 U' l';y2' U F' U' F U' R U R'
R D2 B2 U2 R' U2 L U2 R2 F' L R' B' R2 D' L U' L' U2 L';y' x2;U' D l' U L z x' L2';U' R U R' U L U L' U L U' L'
F U F B L D F U2 L2 B' R F' U D R' L2 B2 D2 R2;y' x;r U' r U' R' y' R2 U R2 z;R U' R' U' R U' R' U' U' y' R U' R'
L2 U F2 L2 U' B2 L' U2 L B2 D2 R' D' B2 F2 L2 F' L;x y2;R' D2 z' D D z U x' D R' D';U' R' U R U' U' R' U R
L2 B L2 F2 L F D B2 D U' R U' L' R2 B' D2 F L2;z2;D2 U' R' U R' F r x' y U' R';R' U' U' R z U' R U z' y
U2 B R2 D2 B L2 B2 R F2 D' L2 F2 U' F D2 B2 L' R2;x2;U' r' x U' L' x U2' z x' D2' R';R U R' y U2' r' F r
U2 B2 R2 D R2 D R2 L2 D2 F2 U2 L' D U' B R B D2 F' D' L;z y;D U z U' R U';z' x2 R2 U R' U'
R2 U' B2 D L2 R2 U2 F2 U' L2 B2 F D2 R2 U' L2 B2 F L U2 L2;z2;r' F R u R';U U y U L' U U L2 U L'
L2 D2 L2 U B2 F2 R2 D R2 D' F2 R' B' L' B' D2 B2 F D' B2 U';U F' L U L U L' z';U L U' L'
F2 R2 B2 D' L2 U B2 L R2 D U2 L B D2 B2 L R2 D' L;y x2;R' D2' R' y' R2;U' R' U R U' R' U R
B2 L2 D B2 L2 F2 L2 F2 D2 R2 U' R B R D L U' F' D2 F';z2;U D' L F' D' R' D';U y' R U2' R' U R U' R'
D B2 U B2 U2 B2 L D2 R B' D R2 L2 F2 U B2 R2 D2 L2 D L2;y2 x;M U' F U R';U2 R U R'
R2 F' R2 F' L2 F2 D2 R2 D2 L2 F R' U' F2 D' B2 F' D L F R;z2;F R' L D' U' R2;y' U' R U R2 U' R
U' F2 L2 B2 R2 D2 B2 D F2 D' F' D' R B' D2 L R' B' R U' F;x2 y';R' B' D R' U' R' F D';R' U R U R' U' R
U' F2 U2 F' R' F2 L U' R2 B L2 F' U2 F2 R2 D2 F2 U2;x2;F2 L2 R' B' D;U r' F r U L' U L U' L' U L
F2 R2 U' R2 U B2 U B2 U2 F2 U' R' B R U2 F2 R U2 B' L2 R;x2 y;F' R' D L;y L' U L U' L U L'
R2 F' R2 B2 D2 L2 U2 R2 B' U2 R' D2 U2 R' B' D' L2 D2 F2 L';z2 x;D R z' U2 F U2 R U z2;y' R U' R' U2 R' U' R U2 R' U R
D' L2 U L2 F2 U' R2 D2 R2 U2 R2 B U2 R D2 R' U2 F U' R' U2;y;U' R2 U' z' U' x' R U2;z2 R U' R' y U' R' U R
F D2 L B' R' U L D2 L' D R' D2 R2 F2 B2 U2 F2 L' D2 B2 L';x' z';R r' D' F r' x D';U y' U2 R U2 R'
D2 R2 B' U2 F' R2 F2 R2 D2 B' L' U2 R D B' L' F2 D2 B' F2;x2;F' R' D R' D;U R U R' U R U' R'
U2 R' F2 L2 U' F' D2 B' R2 U L' U2 B2 U2 R' B2 R2 B2 R F2 R2;x2 y';D' R' D2 U R' F D;r' F r
F2 B' U' D2 B L' F' B2 U R' L2 U2 L' D2 B2 L' U2 B2 U2 B2;y';R2 D F U' L D';R' U2 R y' U' r B r'
F2 U2 B' U2 R2 B' L2 F' D2 L2 F R F' U R' D' L B2 U2 F' L;z2;D' r U' R' U' D' D' x' D;R' U2 R U2 R' U R
D2 L B2 D' F' L B U F L' F2 D2 B2 L2 D2 R2 F' U2 B U2 R2;D l' U x' L U2 y' L2' D;U' y' U' y L U' L'
B2 R2 U F2 R2 D' B2 D' F2 D2 L' D2 U F' U' L D' B' F D';y;R' F D;L' U' L U L' U' L
D' F2 D L2 D' R2 D' R2 F2 D R D2 F D F2 D B2 U B2 F;l' U l y' D' R' D2';U U2 y' L' U' L
L2 F2 U2 L2 U2 R2 F2 D' U' R2 F' L D L' D U' L R F L';y;D' R' U2 R' F D2' R' D2';R' U' R L' U L
U2 R2 D B L' R B R2 F D' U' F2 R2 B R' D U';z2;F U' R2 D D R';U' R U' U' R2' U' R
L' D2 R U2 F2 R' U2 R F2 U' F L F R B L2 R B;z y2;D' R D R' D;U' y U' R' U' R
R' L2 U2 F U' L' F R D F' R' L' U2 D2 L' F2 B2 D2 L F2 L;y;F' D' R' D' D';U L' U' L
D2 L' F2 L' R2 U2 B2 U2 F2 U2 L2 U B2 F L B U2 L D2 R2 D;z';D' x U R' U r' z' R2;U' R U' R' U' U' R' U' R U y' L' U L
D2 L2 U2 B' D2 F' R2 D2 R2 D U2 L U' R2 U' F R2 U' R;z' x';U R' U x U' z' R2 D';U' L' U L U U L' U' L
D2 R F L2 U2 F2 U2 R2 U' L D' L' R2 D' R B U' R B';z';R2 D' U' F r U2 x' U2 z';R U' R' L U L'
F R2 L' F' L U' R2 B' R U B2 R2 U2 F2 R2 U2 D2 R F2;z' x2;R' U x U' L' U' r' z';U U L U L' U y L U L'
B U2 B U2 L2 R2 U2 F L' U' L2 F' D' U2 R D2 F2 R';z' x2;L'U l' U2 z' y' R U R;U L U' L' U R' U' R U' y' R' U R
L2 B2 F2 D2 B2 D' B F2 L F2 D2 L U2 L2 B' U' R' D' R2;y x2;D R' D R D R2 D;U' L U' L' R' U U R2 U R'
F2 U' F2 D' U2 B2 R' D' U2 F2 R2 F' L2 F2 D2 U F D R;x y2;L' U' x' U' l' D' R' z' x';U' U' R U R' U' U' y L' U L
U2 R D2 L' F2 R2 D2 F' L D B D2 B' R2 D R F2 D F';x2;D' R' F D';U y' U R U' R'
L2 R2 D2 U2 F' D2 L' U' F' R U F2 L' D' B U F D2 U';y x2;R' D F L D;U2 R U' U' R' L U L'
B2 D2 B2 F2 L R B L' F' L' R2 B2 D L' F' L2 B' F U';x y2;U' R' U2 z' x' R' D' y' R;U R' U2 R d' R U R'
D2 R2 D F2 D' B2 F R B2 L' D R' D2 B L' R' B2 D2 U;y' x';U D' R' x' D' L D';y' R U R' U' y' R U R'
D' R2 L' U' L2 F B' U2 F' R2 L' D2 F2 L2 R2 D' L' D' B D2 U2 R D2 F2 D';U' R2 y' R' F R;y R U' R'
D' L F B U' B U' B D L2 U2 F B L2 B L2 U2 B' U2 B2;x;r2 U' r' B2;U L' U L U' L U L'
D L2 B2 U2 B' D' F2 D2 U' R' D' L R U' B F' D2 F';x2;R U D2 R' F;U' R U' R'
R2 D' U L2 F2 D' L2 D F' L' D R2 U' L' B R2 D' U' R2;y2 x;R2' F;R U U R' U' R U R'
D2 F2 L' R' F2 D U B2 L F' D F R2 F2 U R' B2 F;x2;L l' U z' U2 l D' F D' D';y' U y' R' U R y' U' R' U R
F U2 F2 L2 D2 R2 F' U2 L2 B' R' U R B' L F R B' U' B;x2 z';U F2 D2 R2 L2;U2 L' U L U2 L' U L
R2 D2 R2 B' L2 R2 B R B2 R F U2 R2 D2 U L' R2 F' R';x y2;M' U x' D;U' L U' L'
D L2 U' F2 R2 U' B2 L2 U B2 R' F D2 U F' D R' L2 U F;x2 y;D' R' U' x U2 x2 R U' R' x;U' U' R' U R y'
D' F2 R2 D2 B2 L2 U' F2 R2 U2 R2 B D F' L' F U2 L' F' U2 R U;z2;L' B L L F' R';L U' L' U' y L' U L
B' D2 F L2 U2 F L2 F' R2 U2 B2 R U L B' U R U L F2 B;x2;L D' R' F' D R' D;U' U' R' U2 R U R' U' R
B F R D' F' R L' D L R B' F U F B' R2 F' B' R2 D' L2 B' L U2 B';y' x';L R U D' R2 x' D';U2' R U R' U2' L' U' L
L2 R2 B U L' U' R' D' F2 U2 R2 D2 B2 F2 U' L2 B' U2 B D2 F2 B R B2 R';z2;r R U R' x' y R' u' R D';R' U R U y' L U L' U L U' L'
R U' R2 L2 D B F' R' B D F U' B' U2 L U' L2 D2 L2 B2 F2 L R B F2;z2;R2 U' y R2 D2';U2' R U' R' U R' U2' R L' U L
F B' R F' R' D U2 F2 L R' D R2 L' B' D2 B2 D2 L F2 U' R B' D R' L;x2;R' F R2 y R;U U y' R U' R' U2' r' F r
D R2 D' U2 F2 U B D B2 U B2 R B F' D F R U2;x';r' D L l' U l U' y D;U' R' U R U' R U R'
F2 L2 B2 R D2 B2 U' L2 D' L D2 L2 B U2 F' D L U2;z;R U' L x' D R' D D;U R U R' L' U' L R' U' R
D R2 U B2 F2 L2 B2 D2 U L2 D2 B' U' R U2 L B' F' R' F2 L R';y x;r' D' R' F' L D' D';R' U R L' U L
B2 R2 U2 L2 D2 B2 R2 U' R2 U F2 R' U' F2 R2 B D' B2 L2 U;y x;R2' F R D F D';y' R U2' R' U R U' R'
F2 R' F2 R B2 U2 L2 D2 R2 U2 R D' F' L B' U R2 D2 R' U';x' y;U' F r U x' R2 D2';U' L' U L
D2 L' D2 B2 U2 L2 U2 F2 L D2 B2 D L2 U B F' U' B2 L U2;z2 y;L D' F' U R2 U L2;R U R' U' L U L'
B2 R' F2 U2 R B L D2 R2 U B2 R U' F' R U L U R2;z2;U' r U2 x' D' x U R' x' y y y D' D' x z U x' D';R' U R U' U' R U R' y R U' R'
R2 D2 L2 F2 L2 F' L' B U2 B2 R D' L' U' R' D2 L' R';x';U L R' U2 x' D D D;U x' r U' L' U' R' U2 R U2 y' L' U L
R2 F L2 F' L2 U2 R' D R2 D2 B' F2 L F' U R' U2 B2;y x';U2 U R' U' x' y R' y2' y' L' U' L U' R2 D D;y' x' x U R U R' U' y' R U R'
D L2 B' D2 F D F' L' U L' U R L2 D2 B2 L' F2 L B2 L2 R' F' R2 B2 F;x2;U R' F u' L' D' D';U U U L' U' L
B2 L R2 F L U2 F2 L D2 F D' L2 R U R U B' L' U2 F B L' R' B' D';x2 y;l' U L x' R2 D';R R' R U R' L U' L'
D' B' D U' R U' L2 U2 B2 R' B U' F B2 U2 D2 L2 U' L B2 D2 L R2 D U;x2;U L F' u' R2 y u' U R;U' y R U' R'
L' U2 B2 D2 U F2 L2 U L2 D' F D' F L2 R' B U L2 U';z2;D2 r U' x' D R' D';U' R U R' R' U' R
F R2 B' D2 L2 D2 L2 F R F' D R2 B' R B U2 R' D2 R';y2;R2 x' U' D x D2;R U R' U2' R U' R'
B2 D2 R' U2 R' U2 F' L B D F2 R2 D2 L B2 L2 F2 D;y x2;U' r U' r' R D' F R U' R;U' z U' R' U z'
F2 U' B2 L2 B U2 R' D F2 D' B2 U F' D2 R2 U2 F R';y2 x;r' R' U F' D2' R';y' R U' R'
F R2 B2 F2 D2 B2 R B' U' R2 D L' D L' B' F R' F R2;y' x';r' F R2 D r x' D';U R U' R2' U R
R' B2 L2 R F2 D' B2 R D2 L2 B' L D' B R' F2 R' D;x2 y;F' R' D' R;U R U' R' z U R' U' z'
B' L2 F' L D' B L2 B2 F U F' L2 D' F2 U L2 U F;y x2;r U' r' R' y R' U2' R' D';U2' R U R'
R2 B2 U2 R' F R2 U' F' R2 D' B' U B' F' D' R' D' B;y' x;r' U2' R2 U' y' R2 D';y' U2' R U' R' U2' U R U2' R'
R2 D2 F L2 F' D L2 R D' U' B' U R2 D2 U2 L U' B';z2;U2' F D' R2 U' z U;R U R' U' R U R U' z'
L2 F2 D2 U' R2 F U' F U' L U2 F' D2 F' R' F2 R' U;x2 y;F R' x U' L U' z' x' z L2' U z';R U' R' U' y' L' U L
D' F2 D' U' B2 F2 U' R' F D L' D' F' R2 F' D' B2 R;y;U U L U' U' r' x' y' R' u R' u';U' U' R U' R' U y L' U L
R2 B U2 B2 D2 L2 B' F L2 U L F' U' R' B' F' L' F2;x';U x U L U U L' x' x' y y' L' L r U' r';U' U' R' U R U' R' U' R
R2 F2 U2 F2 L' D2 F2 D B F U L2 B2 F' L2 U2 B2 L R;z2;r U' z' U' R' U' U' x' y D;U' U' y L' U' L
B2 D R2 F2 D' F L2 B' F' R F R2 B2 L' F D' R2 F;z2;D2 L y L2' x y L' U L' z';U L U L' U' y R U' R'
L2 B2 D2 R2 F2 R2 U L2 B' L D B L B' D2 R F2 R2;x2;U U L y L2' y L2' D;L U' L' U L U L'
U2 B2 R2 B2 D' L2 B2 L B F R D2 B' F2 D2 R2 F2 D U;x2 y;r U' r' U' L U' R2 x z2' L U' r' D';U U U' U' R' U' R
L B2 R' F' L F D2 U R D' R' F2 D2 F' U B R D;z2;r U' r' U' L U' R2 x z2' L U' r' D';U' U U R U U R' U R U' R'
D' F2 D' F2 L2 D' B R F2 D' F' R2 U B' D2 L U2 F2 D';y x2;U x U' z U L U z x' y' l' U l D2;U y L U' L' U' y L' U' L
B2 L' R B2 F L' D' L' D' F2 R' F2 L' U2 L' B L R2;x';U L x' R' D2;U' U U R U' R' U' U' R' U' R
L2 R2 F2 D' R2 F2 U' B2 D' U2 L' D2 R2 B D U L B;x2 y;U' L y L2' R' F F;U U' U y' L' U' L R' U' R
D2 L F' L D2 U B' F2 U2 B L2 B2 R B2 U B' D2 R';U R' F' L B;U L' U' L2 U L'
B R2 B' U2 F2 D2 R2 F D2 U F L' R D L U F2 U2 B' R2;x';r' D D x L' U x' D' R' D;U' y U L' U L U y' R' U R
R2 D L2 U' R2 F2 U R2 U2 L2 F' R' F L' D2 B' U L' F;x';D R U2 R' U' x' D';U L' U L U U' L' L2 U2 L2' U' L
B D2 U2 F' D2 R2 D2 L2 B U2 B' D B2 L R' D' L F' L' F R';x2;R' D' R' L2' D' D' U' R' F R;R U' R' U' U L' U' L U' y L U L'
L2 D2 B2 D2 R2 D' L2 R2 U R2 U' R' U2 B' R D B R D;x';U' x' R' D' R2 L2' x' U x;U' U L' U' L U' U' R U R'
L' B' L' U2 F D2 B L D' F' L2 F' L2 U2 B L2 F2 R2 D2 F2;z2;r D D U' R' U x';U U U' y U' U' y U' R U R' U2 L' U' L
D2 F2 D2 L U2 B2 U2 L2 R' B2 L D B D' L2 D2 U B' L B R;y x2;D F' R D L2' D' D';U' U' y U' R' U2 R U' U' R' U R
B' R2 B2 R2 F' L2 B L2 R2 D2 F2 L F' U2 L B U L2 D;z2;U' R' U' R' F D R' F R;U U U' R U' R' y' L U' L' U L U L'
F2 U' R2 D' B2 U' L2 B2 U L2 D' L' U2 B2 R' B' L F2 D U;x2 y;r D x' U' F R2;U U R' U2 R L' U L
U2 F2 L2 D' B2 D' F2 L2 D2 L' D F2 D' B L' R' F' L2 F2;x2 y;D' R D D U' F B' R2;U U' U' R U' R' U' y L U' L'
F L2 B2 R2 F' L2 D2 B D2 B L2 D' F2 D' B2 L D' F L2 F2 U;y x2;L U' l U' l' R' D';y U R U' R' U' y' R' U R
U F2 R2 F2 L2 R2 U' F2 D2 L2 U B D U' F' R' F' U F2 U R';y x2;R F R D' R' D';U' R U' R' U y' R' U' R
U R2 F2 L2 U' B2 U' F2 D' R2 B' U2 L' F R' D' R' D' U R D';x2 y;D' R' B' F' U2 L2';U' U' y U' R' U R U2 x' R U L' U' M'
R' B2 L U2 B' D' R L' U L U2 F2 R2 F2 U2 L2 U' F2 R2 D';z2;U B L U2 L F';U2' R' U R
U D F U2 R L' D' R2 D' L' U' B2 R2 D R2 F2 U' D F2 U2;x y2;L U x' D L R2;U R' U2' R U' R' U R
F2 D' R2 F' R' L U B2 D' F' L2 D2 R2 U' R2 U' F2 R2 D2;z2;U L' D' L2 F' D;U' R' U' R U2' R' U R
B2 R F2 U' L' U2 R' U F B' R2 D2 R2 L2 B2 D F2 U' R2 U;z2 y';L R' U F2;y' R' U' R
R B R' F' B' U' B' L' F' R L' F' R2 U2 L2 U2 F2 B2 L2 D R2;x';D' U L x' R D' R D';U R' U' R U2' R' U R
R2 U2 F2 D' F2 R2 D2 U F2 L B U2 L2 R' B' D' F' R2 D' U;z2;D R' B' R2 U' F L F;R' U' R U2 R' U R
B2 D' L2 U B2 D' L2 B2 D' B2 U' F R B2 U L' D' B' L' F' L;z2 y;R U F2 D F D;U' y R' U R
B L2 U2 L2 B R2 U2 F L2 D2 B D' F2 D R B' L R' U' F' L;x2;R2 U2' F R' y' r U' r';U L' U' L U y' L U L'
