,2024-02-20 16:54:07,
0,2024-02-20 16:55:26,-740367
1,2024-02-20 16:57:54,-2145010
2,2024-02-20 16:57:58,-2171020
3,2024-02-20 16:58:06,-2255840
4,2024-02-20 16:58:09,-2279434
5,2024-02-20 17:00:04,-3580012
6,2024-02-20 17:00:44,-4041404
7,2024-02-20 17:01:48,-4788479
8,2024-02-20 17:01:52,-4830388
9,2024-02-20 17:07:23,-8719940
10,2024-02-20 17:07:45,-8861460
11,2024-02-20 17:07:48,-8877678
12,2024-02-20 17:09:28,-10050613
13,2024-02-20 17:09:44,-10231394
14,2024-02-20 17:10:02,-10424444
15,2024-02-20 17:11:39,-11577886
16,2024-02-20 17:11:43,-11611421
17,2024-02-20 17:12:34,-12205846
18,2024-02-20 17:16:26,-14892341
19,2024-02-20 17:16:46,-15114864
20,2024-02-20 17:16:49,-15135605
21,2024-02-20 17:18:00,-15962460
22,2024-02-20 17:18:43,-16453934
23,2024-02-20 17:18:57,-16606053
24,2024-02-20 17:18:58,-16613137
25,2024-02-20 17:19:05,-16674220
26,2024-02-20 17:21:25,-18331798
27,2024-02-20 17:21:31,-18393349
28,2024-02-20 17:28:07,-23117514
29,2024-02-20 17:30:13,-24579837
30,2024-02-20 17:30:22,-24674548
31,2024-02-20 17:31:00,-25098558
32,2024-02-20 17:31:18,-25297847
33,2024-02-20 17:41:48,-32779517
34,2024-02-20 17:42:04,-32957639
35,2024-02-20 17:43:03,-33659043
36,2024-02-20 17:45:21,-35230522
37,2024-02-20 17:50:23,-38793280
38,2024-02-20 17:53:10,-40782238
39,2024-02-20 17:54:03,-41405582
40,2024-02-20 17:54:27,-41685848
41,2024-02-20 17:54:29,-41707834
42,2024-02-20 18:03:59,-48528389
43,2024-02-20 18:04:07,-48617484
44,2024-02-20 18:05:10,-49354093
45,2024-02-20 18:05:45,-49761341
46,2024-02-20 18:05:59,-49919611
47,2024-02-20 18:06:19,-50151875
48,2024-02-20 18:15:07,-56436401
49,2024-02-20 18:15:13,-56508499
50,2024-02-20 18:16:33,-57438923
51,2024-02-20 18:16:57,-57712505
52,2024-02-20 18:20:15,-59986776
53,2024-02-20 18:20:18,-60012002
54,2024-02-20 18:20:39,-60238280
55,2024-02-20 18:21:47,-60941751
56,2024-02-20 18:23:46,-62200221
57,2024-02-20 18:25:04,-63103609
58,2024-02-20 18:28:44,-65723655
59,2024-02-20 18:32:17,-68257915
60,2024-02-20 18:33:10,-68842664
61,2024-02-20 18:36:40,-71335550
62,2024-02-20 18:36:56,-71524088
63,2024-02-20 18:36:58,-71529440
64,2024-02-20 18:38:25,-72564086
65,2024-02-20 18:38:28,-72585285
66,2024-02-20 18:40:23,-73951728
67,2024-02-20 18:42:48,-75677419
68,2024-02-20 18:42:56,-75760026
69,2024-02-20 18:43:09,-75909981
70,2024-02-20 18:58:24,-86863359
71,2024-02-20 18:58:25,-86870755
72,2024-02-20 18:59:02,-87296569
73,2024-02-20 19:01:31,-89010404
74,2024-02-20 19:06:49,-92814495
75,2024-02-20 19:07:05,-92995782
76,2024-02-20 19:09:36,-94773624
,2024-02-20 19:13:52,
0,2024-02-20 19:17:08,-1914759
,2024-02-20 19:18:36,
0,2024-02-20 19:20:35,-1153853
1,2024-02-20 19:20:53,-1352928
2,2024-02-20 19:23:05,-2899444
3,2024-02-20 19:24:41,-3968013
4,2024-02-20 19:24:44,-3999779
5,2024-02-20 19:26:31,-5265797
6,2024-02-20 19:27:09,-5715612
,2024-02-20 19:31:21,
,2024-02-20 19:32:00,
0,2024-02-20 19:32:26,-228998
,2024-02-21 17:55:58,
,2024-02-21 17:56:34,
,2024-02-21 18:06:03,
,2024-02-21 18:08:56,
,2024-02-21 18:09:56,
,2024-02-21 18:11:32,
,2024-02-21 18:15:36,
,2024-02-21 18:16:40,
,2024-02-21 18:16:48,
,2024-02-21 18:16:53,
,2024-02-21 18:22:19,
,2024-02-21 18:22:27,
,2024-02-21 18:24:42,
,2024-02-21 18:27:21,
,2024-02-21 18:32:43,
,2024-02-21 18:33:53,
,2024-02-21 18:36:26,
,2024-02-21 18:37:15,
,2024-02-21 18:38:39,
,2024-02-21 18:39:37,
,2024-02-21 18:40:22,
,2024-02-21 18:41:14,
,2024-02-21 19:18:43,
,2024-02-21 19:20:35,
,2024-02-21 19:20:46,
,2024-02-21 19:21:49,
,2024-02-21 19:22:57,
,2024-02-21 19:24:20,
,2024-02-21 19:25:12,
,2024-02-21 19:25:38,
,2024-02-21 19:25:47,
,2024-02-21 19:26:04,
,2024-02-21 19:26:24,
,2024-02-21 19:26:36,
,2024-02-21 19:44:09,
,2024-02-21 19:44:45,
,2024-02-21 19:46:40,
,2024-02-21 19:47:01,
,2024-02-21 19:47:52,
,2024-02-21 19:48:08,
,2024-02-21 19:48:19,
,2024-02-21 19:48:45,
,2024-02-21 19:50:50,
,2024-02-21 19:51:10,
,2024-02-21 19:51:26,
,2024-02-21 19:51:40,
,2024-02-21 19:51:55,
,2024-02-21 19:52:57,
,2024-02-21 19:53:48,
,2024-02-21 19:55:26,
,2024-02-21 19:56:13,
,2024-02-21 19:57:19,
,2024-02-21 19:58:45,
,2024-02-21 19:59:51,
,2024-02-21 20:00:12,
,2024-02-21 20:04:49,
,2024-02-21 20:08:26,
,2024-02-21 20:09:01,
,2024-02-21 20:09:58,
,2024-02-23 21:05:31,
